original_id,පාලි වචනය,කෙටි ව්‍යා,පද බෙදීම,සිංහල තේරුම,සංඥා නාම විස්තරය ,ව්‍යාකරණ විස්තරය ,නිරුක්තිය
61790,වල්ලි,ඉ,√වල්ල් (√වල්ල්+ඉ),වැල,,නිෂ්පන්නය: කිත (ඉ),පළමු නිරුක්තිය: වල්ලීයන්ති සංවරියන්ති සත්තා එතායාති වල්ලි. (මින් සත්වයෝ වැළඳගනු ලබන බැවින් 'වල්ලි' (වැල) නම් වේ)  දෙවන නිරුක්තිය: වල්ලති සංවුණොති රුක්ඛාදීනීති වල්ලි. (ගස් ආදිය වට කරගන්නා බැවින්ද 'වල්ලි' නම් වේ)
GAP5-231,වල්ලික,පු,√වල්ල් (√වල්ල්+ඉක),කන් ආභරණය,,,
61791,වල්ලිභ,පු,,වට්ටක්කා,,,
71303,වල්ලිය 1,පු,√වල්ල් (√වල්ල්+ඉ+ය),රහත් තෙරුන් නම,,නිෂ්පන්නය: තද්ධිත (ය),
71369,වල්ලිය 2,පු,√වල්ල් (√වල්ල්+ඉ+ය),රහත් තෙරුන් නම,,නිෂ්පන්නය: තද්ධිත (ය),
71389,වල්ලිය 3,පු,√වල්ල් (√වල්ල්+ඉ+ය),රහත් තෙරුන් නම,,නිෂ්පන්නය: තද්ධිත (ය),
61792,වල්ලිහාරක,පු,,වැල් රැස්කරන්නා,,,
61793,වල්ලී,ඉ,√වල්ල් (√වල්ල්+ඉ+ඊ),ලණුව,,නිෂ්පන්නය: තද්ධිත (ඊ) | ශබ්ද වෙනස: ල්ය් > ල්ල්,
61794,වල්ලූර,න,,වියළූ මාංශය,,,වල්ලති අඤ්ඤමඤ්ඤං බන්ධතීති වා වල්ලූරො. (එකිනෙකට බැඳී පවතින බැවින් 'වල්ලූර' (වියළි මස්) නම් වේ)
61768,වලාහ,පු,,වළාව,,,වාලෙන්තාඅහන්ති පරියෙසන්තීති වලාහා. (වළක්වමින් සොයන බැවින් 'වලාහ' නම් වේ)
61769,වලාහක 1,පු,,වළාහක නම් වන SN32 සංයුත්තයට යොමුව,වලාහක' — චක්‍රවර්තියාගේ අශ්ව රත්නය ලබාගන්නා අශ්ව පවුලකි; මහාසුදස්සන චක්‍රවර්තියාගේ අශ්වයාගේ නාමයයි.,,වාරිං වහතීති වලාහකො. (ජලය රැගෙන යන (ගෙන එන) බැවින් 'වලාහක' (වලාකුළ) නම් වේ)
61770,වලාහක 2,පු,,වළාව,වලාහක' — චක්‍රවර්තියාගේ අශ්ව රත්නය ලබාගන්නා අශ්ව පවුලකි; මහාසුදස්සන චක්‍රවර්තියාගේ අශ්වයාගේ නාමයයි.,,වාරිං වහතීති වලාහකො. (ජලය රැගෙන යන (ගෙන එන) බැවින් 'වලාහක' (වලාකුළ) නම් වේ)
61771,වලාහකඅස්සරාජප්පමුඛ,විශේ,(වලාහක+අස්සරාජ+පමුඛ),මහාසුදස්සන රජුගේ අශ්වයාගේ නම,,සමාසය: කම්මධාරය > බහුබ්බීහි,
61772,වලාහකකායික,විශේ,(වලාහක+කායික),වළාවන්ගේ සමූහයට අයත්,,සමාසය: කම්මධාරය,
61773,වලාහකජා,ඉ,,වළාවෙන් ලද මුතු වර්ගය,,,
61774,වලාහකවග්ග,පු,,වළාහක සංයුත්තයේ 1වන වර්ගය,,,
61775,වලාහකූපම,විශේ,(වලාහක+උපම),වළාවකට සමාන,,සමාසය: කම්මධාරය > බහුබ්බීහි,
61776,වලි,ඉ,√වල් (√වල්+ඉ),රැළිය,,නිෂ්පන්නය: කිත (ඉ),වලනං සංකොචනං වලි. (හැකිලීම (රැළි වැටීම) 'වලි' නම් වේ)
61777,වලික,විශේ,√වල් (√වල්+ඉ+ක),රැළි ඇති,,,
61778,වලිත,අකෘ,√වල් (√වල්+ඉත),රැළි ගැසුණු,,නිෂ්පන්නය: කිත (ඉත),
61779,වලිත්තච,විශේ,,රැළි ගැසුණු සම ඇති,,,
61780,වලිත්තචතා,ඉ,(වලිත+තච+තා),රැළි ගැසුණු සම ඇති බව,,නිෂ්පන්නය: තද්ධිත (තා),
61781,වලින,විශේ,√වල් (√වල්+ඉන),රැළි ගැසුණු,,නිෂ්පන්නය: කිත (ඉන),වලිචම්මමෙතස්සත්ථීති වලිනො. (රැළි වැටුනු සම ඇත්තහු 'වලින' නම් වේ)
72434,වලිභිප්පලම්බිත,විශේ,(වලිභි+පලම්බිත),රැලිවලින් එල්ලෙන,,සමාසය: අලුත්ත තතියා තප්පුරිස,
GAP5-230,වලිමන්තු,විශේ,,රැළි ඇති,,,
72474,වලිමන්තු,විශේ,,-,,,
61782,වලිය,විශේ,√වල් (√වල්+ඉ+ඉය),රැළි ගැසුණු,,නිෂ්පන්නය: තද්ධිත (ඉය),
61783,වලියජාත,විශේ,(වලිය+ජාත),රැළි ගැසුණු,,සමාසය: කම්මධාරය,
61784,වලිර,විශේ,,සිරුවෙන් යුත්,,,
GAP5-232,වලීමන්තු,විශේ,,රැළි ඇති,,,
72473,වලීමන්තු,විශේ,,-,,,
61785,වලීමුඛ,පු,,වඳුරා,,,වලී සිථිලං චම්පං මුඛෙ අස්ස වලීමුඛො. (මුහුණේ ලිහිල් හා රැළි වැටුනු සම ඇති බැවින් 'වලීමුඛ' (වඳුරා) නම් වේ)
61942,වවක්ඛිත්වාන,පූ,√වච් (වවක්ඛ+ඉත්වාන),කථා කිරීමට ආශා කර,,පදනම: √වච්+වච්+ස > වවක්ඛ (ඉච්ඡාර්ථ),
61943,වවත්ථපිත,අකෘ,වි අව √ඨා (වි+අව+ථපෙ+ඉත),නිර්වචනය කරන ලද,,"පදනම: √ඨා+ආපෙ > ඨාපෙ > ථපෙ (ප්‍රයෝජක, අනියම්) | නිෂ්පන්නය: කිත (ඉත) | ශබ්ද වෙනස: ඨ් > ථ්, ආ > අ",
70975,වවත්ථපෙතබ්බ,කි,වි අව √ඨා (වි+අව+ථපෙ+තබ්බ),නිර්වචනය කළ යුතුය,,"පදනම: √ඨා+ආපෙ > ඨාපෙ > ථපෙ (ප්‍රයෝජක, අනියම්) | නිෂ්පන්නය: කිච්ච (තබ්බ) | ශබ්ද වෙනස: ඨ් > ථ්, පෙත් > ත්ත්",
61945,වවත්ථපෙත්වා,පූ,වි අව √ඨා (වි+අව+ථපෙ+ත්වා),නිර්වචනය කර,,"පදනම: √ඨා+ආපෙ > ඨාපෙ > ථපෙ (ප්‍රයෝජක, අනියම්) | ශබ්ද වෙනස: ඨ් > ථ්, පෙත් > ත්ත්",
61944,වවත්ථපෙති,වකා,වි අව √ඨා,නිර්වචනය කරයි,,,
61946,වවත්ථපෙසි,අතී,වි අව √ඨා,නිර්වචනය කළේය,,,
61947,වවත්ථාන,න,,නිර්වචනය කිරීම,,,
61948,වවත්ථාපන,න,වි අව √ඨා,නිර්වචනය,,,
61949,වවත්ථාපිත,අකෘ,වි අව √ඨා,නිර්වචනය කරන ලද,,,
61950,වවත්ථාපෙන්ත,මික්‍රි,වි අව √ඨා,විග්‍රහ කරමින්,,,
61951,වවත්ථිත 1,අකෘ,වි අව √ඨා (වි+අව+ථෙ+ඉත),විග්‍රහ කරන ලද,,"පදනම: √ඨා+එ > ඨෙ > ථෙ (ප්‍රයෝජක, අනියම්) | නිෂ්පන්නය: කිත (ඉත) | ශබ්ද වෙනස: ඨ් > ථ්",
68920,වවත්ථිත 2,අකෘ,වි අව √ඨා,නිශ්චිත කළ,,,
69672,වවත්ථිත 3,අකෘ,වි අව √ඨා (වි+අව+ථෙ+ඉත),(ව්‍යාකරණ) වෙන් වූ,,"පදනම: √ඨා+එ > ඨෙ > ථෙ (ප්‍රයෝජක, අනියම්) | නිෂ්පන්නය: කිත (ඉත) | ශබ්ද වෙනස: ඨ් > ථ්",
69673,වවත්ථිතවිභාසා,ඉ,(වවත්ථිත+විභාසා),(ව්‍යාකරණ) සීමිත විකල්පය,,සමාසය: කම්මධාරය,
61952,වවත්ථිත්වාන,පූ,වි අව √ඨා (වි+අව+ථෙ+ඉත්වාන),විග්‍රහ කර,,"පදනම: √ඨා+එ > ඨෙ > ථෙ (ප්‍රයෝජක, අනියම්) | ශබ්ද වෙනස: ඨ් > ථ්",
61954,වවත්ථෙත්වා,පූ,වි අව √ඨා,විග්‍රහ කර (61952 හා සම),,,
61953,වවත්ථෙති,වකා,වි අව √ඨා,විග්‍රහ කරයි,,,
61955,වවත්ථෙසි,අතී,වි අව √ඨා,විග්‍රහ කළේය,,,
61956,වවස්සග්ග,පු,වි අව √සජ්ජ් (වි+අව+√සජ්ජ් > සග්ග්+අ),අත්හැරීම; නිර්වාණය,,"නිෂ්පන්නය: කිත (අ) | ශබ්ද වෙනස: ඉඅ > අ, ජ්ජ් > ග්ග්",
61957,වවස්සග්ගාරම්මණ,න,(වවස්සග්ග+ආරම්මණ),අත්හැරීම අරමුණ ලෙස ඇති,,සමාසය: ඡට්ඨී තප්පුරිස,
61795,වස 1.1,පු,√වස් (√වස්+අ),පැතුම,,නිෂ්පන්නය: කිත (අ),
61796,වස 1.2,පු,√වස් (√වස්+අ),පැතුම,,නිෂ්පන්නය: කිත (අ),
61797,වස 1.3,පු,√වස් (√වස්+අ),පැතුම,,නිෂ්පන්නය: කිත (අ),
61798,වස 2.1,ධාතුව,√වස් (√වස්+අ),පාලනය; බලය,,නිෂ්පන්නය: කිත (අ),
61829,වසං කරොති,භා,,(අවිනිශ්චිත),,,
61830,වසං ගච්ඡති,භා,(වසං+ගච්ඡති),(අවිනිශ්චිත),,,
61831,වසං ගත,භා,(වසං+ගත),(අවිනිශ්චිත),,,
61832,වසං වත්තති,භා,,(අවිනිශ්චිත),,,
61833,වසං වත්තෙති,භා,,(අවිනිශ්චිත),,,
61834,වසංගත,විශේ,(වසං+ගත),බලය යටතේ,,සමාසය: අලුත්ත දුතියා තප්පුරිස,
61799,වසග,විශේ,(වස+ග),බලය යටතේ,,සමාසය: දුතියා තප්පුරිස,
61800,වසඞ්ගත,විශේ,(වසං+ගත),බලය යටතේ,,සමාසය: අලුත්ත දුතියා තප්පුරිස | ශබ්ද වෙනස: ංග් > ඞ්ග්,
61801,වසති,වකා,,ජීවත් වේ,,,"වස නිවාසෙ වසන්ති එත්ථාති වසති, ගෙහං. (මෙහි වාසය කරන බැවින් 'වසති' (ගෙය) නම් වේ)"
61802,වසධුර,න,,භාවනා පුහුණුවේ මාර්ගය,,,
61803,වසන 1.1,විශේ,√වස් (√වස්+අන),ඇඳගත්,,නිෂ්පන්නය: කිත (අන),වසතිඅච්ඡාදති එතෙනාති වසනං. (මින් ආවරණය කරගන්නා බැවින් 'වසන' (වස්ත්‍රය) නම් වේ)
