Word,Meaning
අයිනුවා,ainu
අයිරාව,overdraft
අයිරිෂ්කාරයා,paddy
අයිස්,ice
අයිසිං,icing
අයිසින්ග්ලාස්,isinglass
අයිසො,iso
අයිසොටෙනිස්කෝපය,isoteniscope
අයිසොනියසිඩ්,isoniazid
අයිසොප්‍රින්,isoprene
අයිසොමරේස්,isomerase
අයිසොමෝල්ටෝස්,isomaltose
අයුක්ත,injustice
අයුක්තිය,inequity|iniquity|injustice
අයුත්ත,grievance|wrong
අයුතු,illegal|illicit|illogical|improper|unconscionable|undue|unfair|unjust|unlawful|unreasonable|unwarranted|wrong|wrongful
අයුරු,like|manner
අයෝග්‍ය,bad|ill|improper|inapt|incongruous|ineligible|infelicitous|unbecoming|unfitted|unseasonable|unsuitable|unworthy
අයෝග්‍යතාව,disqualification|impropriety|inaptitude|incapacity|unfitness
අයෝමය,strong
අයෝරවත,chalybeate
අර,that|those|yon|yonder
අරක,that
අරක්කැමියා,cook
අරක්කු,arack|arrack|srrack
අරක්ගත්,tutelary
අරක්ගන්නවා,guard|possess|protect
අරකිනවා,revet
අරගන්නවා,acquire|take
අරගලය,breeze|broil|confict|dispute|struggle
අරටුව,core|duramen|heart|heartwood
අරණ,forest|jungle
අරණ්‍යය,forest
අරණ්‍යවාසියා,anchorite
අරතිය,discontent|dislike|ennui
අරන්කහ,turmeric
අරපරික්සම,care|economy|frugality
අරපරිස්සම,parsimony
අරපරෙක්සම,care|economy|frugality
අරපරෙස්සම,thrift
අරපිරිමැස්ම,economizing|frugality
අරබයා,about|concerning
අරභයා,about|concerning
අරම්භක,introductory
අරමුණ,aim|design|end|goal|intention|object|objective|project|purpose
අරමුණු,aim|ends
අරමුණුව,objective
අරමුදල,bank|capital|fund|trust
අරමුදල්,funds
අරඹ,grove|woodland
අරඹනය,starter
අරඹනවා,begin|commence|inaugurate|initialize|originate|start
අරඹන්න,initiate
අරඹා,afoot
අරය,rad|radius|spoke
අරරූපී,actinomorphic|actinomorphous
අරලුපිටි,arrowroot
අරස්ථුණය,actinostele
අරහන්,disgusted
අරහෙ,there
අරළු,gallnut
අර්ක,sun
අර්ගටොක්සින්,ergotoxine
අර්ගය,erg
අර්ගස්ටෙරොල්,ergosterol
අර්ග්,erg
අර්ගොටමින්,ergotamine
අර්ගොට්,ergot
අර්ගොමෙට්‍රින්,ergometrine
අර්ඝ,baluable
අර්ඝණය,appraisal|assay
අර්ඝනමුක්තභාවය,wertfreiheit
අර්ඝනය,assay
අර්ඝය,rate
අර්චණකාමය,fetishism
අර්චනකය,fetish
අර්චනක්‍රමය,fetishism
අර්ජුන,white
අර්ණය,dyspepsia|indigestion
අර්ණව,ocean
අර්ත,acquired|morbid
අර්තාන්විත,significant
අර්තාපල්,murphy|potato
අර්තාවරෝහණය,bathos
අර්ථකථකයා,interpreter
අර්ථකථනය,interpretation
අර්ථකථා,commentatorial
අර්ථකථාකරු,commentator
අර්ථකථාචාර්ය්‍යයා,commentator
අර්ථකථාව,commentary|exigesis
අර්ථකාරී,constructive
අර්ථකියනවා,comment|explain
අර්ථචරියාව,helpfulness
අර්ථදායි,beneficial
අර්ථභේදතාව,homonymy
අර්ථභේදය,homonym
අර්ථය,behoof|benefit|economy|meaning|mood|purpose|reading|sense|significance|signification|wealth
අර්ථලාභය,benefit
අර්ථලාභි,remunerative
අර්ථලාභියා,beneficiary
අර්ථලාභී,beneficiary|remunerative
අර්ථවත්,meaningful|purposive
අර්ථවර්ණනාව,commentary
අර්ථව්‍යාපක,expository
අර්ථවිචාරය,semantics
අර්ථශාස්ත්‍රඥයා,economist
අර්ථශාස්ත්‍රය,economics
අර්ථශාස්ත්‍රීය,economic
අර්ථශුන්‍ය,meaningless
අර්ථශූන්‍ය,nonsense
අර්ථශූන්‍යය,nonsense
අර්ථසාධක,constructive|profitable|welfare|wellbeing
අර්ථසාර,meaningful
අර්ථසිද්ධිය,accomplishment
අර්ථසූචක,significative
අර්ථහීන,meaningless|poor
අර්ථාන්විත,appropriate|relevant
අර්ථාන්විතකරණය,signification
අර්ථාන්විතභාවය,significance
අර්ථානුරූප,appropriate
අර්ථාවරෝහණය,bathos
අර්ථි,desirous|needy
අර්ථෝද්ධාරය,paraphrase
අර්ධ,half|hemi|partial|qua-si|quasi|semi
අර්ධකණ්ඩරාමතය,semi-tendinosus
අර්ධකවාකාර,semicircular
අර්ධගෝලය,hemisphere
අර්ධගෝලාකාර,hemispherical
අර්ධගෝලීය,hemispherical
අර්ධඝාතය,hemiplegia
අර්ධචක්‍රිය,hemicyclic
අර්ධචක්‍රීය,semiorbicular
අර්ධචන්ද්‍රයා,crescent
අර්ධචන්ද්‍රාකාර,crescent|horned|semi-lunar
අර්ධචලයය,semi-ring
අර්ධතල,hemihedral
අර්ධතලය,half-plane
අර්ධතානය,hemitone
අර්ධද්වීප,peninsular
අර්ධද්වීපය,peninsula
අර්ධද්වීපික,peninsular
අර්ධදෛනික,semi-diurnal
අර්ධනිශ්වත,semi-definite
අර්ධනිශ්වතය,semi-definite
අර්ධපක්ෂ,pinnatipartite
අර්ධපරිධිය,semicircumference
අර්ධපරිමිතිය,semi-perimeter
අර්ධපාණි,palmatipartite
අර්ධපාරගම්‍ය,semipermeable
අර්ධපාරගම්‍යතාව,semipermeability
අර්ධමාසිකය,biweekly
අර්ධය,half|moiety
අර්ධයෝගය,merogamy
අර්ධවක්‍රිකය,hcmiform
අර්ධවාර්ෂික,bi-annual|biannual
අර්ධවිෂ්කම්භය,radius|semi-diameter
අර්ධවෘත්තය,semi-circle|semicircle
අර්ධශතසංවත්සරය,quinquagenary
අර්ධසංයුජතාව,semivalence
අර්ධසන්නායකය,semiconductor
අර්ධසමක,semi-normal
අර්ධසමූහය,semi-group
අර්ධසෛලය,semicell
අර්ධාංගුලිකතාව,brachydactyly
අර්ධාක්ෂය,semi-axis
අර්ධාන්ධතාව,hemiopia
අර්ධාලිංගික,semi-amplexicaul
අර්පණකරු,offeror
අර්පණදායියා,offeror
අර්පණදායී,offeror
අර්පණය,offer|offier|presentation
අර්පණලාභියා,offeree
අර්පණලාභී,offeree
අර්පෙඩ්සොනයිට්,arfvedsonite
අර්බුද,scandal|swelling|tumout
අර්බුදකාරී,critical
අර්බුදය,crisis|tumour|tylose|tylosis
අර්භ,deserving|worthy
අර්ල්වරයා,earl
අර්ශස්,haemorrhoids|hemorrhoids|piles
අර්හත්,arahant
අරාකත්වය,anarchy
අරාකවාදය,anarchism
අරාජකත්වය,anarchism|anarchy
අරාජකතාව,anarchy
අරාජසම්මේලවාදය,anarchosyndicalism
අරාජිකත්වය,anarchism
අරාබි,arabian|arabic
අරාබිය,arabia
අරාබියා,arab
අරාබියාව,arabia
අරාලීය,resinous
අරාව,array
අරාසය,arras
අරික්කාල,one-eighth
අරිත්‍රය,rudder
අරිනවා,close|broach|draw|on|open|remove|send|uncover
අරින්න,open
අරිනොලයිට්,arenolite
අරිය,noble
අරියනවා,please|serve|worship
අරියාදුව,obstacle|quarrel|trouble
අරිෂ්ට,evil|fatal
අරිස,arris
අරී,noble
අරීතික,anomic
අරීය,radial
අරුංගලය,ear-ring
අරුකරු,moulder
අරුකූරු,steeples
අරුචි,unpalatable
අරුචිය,dislike
අරුණ,dawn|rudy|tawny|twilight
අරුණලු,aurora
අරුණාලෝකය,aurora
අරුණෝදය,aurora|dawn|day-spring
අරුණෝද්ගමන,aurorean
අරුණෝද්ගමනය,auroral
අරුත,benefit|meaning|purpose|sense|wealth
අරුත්ගන්වනවා,connotation
අරුත්බර,meaningful
අරුන්ත,arunta
අරුම,marvel|peculiar|rare|rum|strange
අරුමය,peculiarity|wonder
අරුමෝසම්,curious|decorative|fancy|ornamental
අරුව,mold|mould|unsavory
අරුවම,moulding
අරුවය,abhorrence|anorexia|aversion|disfavour|disgust|distaste|objection|shock
අරූප,formless|immaterial
අරූපික,non-figurative
අරූපී,formless|immaterial|incorporeal
අරේඛීය,non-linear
අරේඛීය.,nonlinear
අරේටය,arete
අරෝච,squabble
අරෝධකය,buffer
අරෝධ්‍ය,irresistible
අරෝපණය,charge
අල,bulb|root|yams
අලංකරණ,ornamental|trimmings
අලංකරණය,decoration|embellishment|illumination|ornamentation
අලංකරණාත්මක,ornamental
අලංකාර,beautiful|colourful|courtly|fancy|fine|lively|lovely|ornamental|posh|rich|splendour
අලංකාරක,decorative
අලංකාරණාත්මක,ornamental
අලංකාරය,adornment|beauty|decoration|elegance|embellishment|embellshment|embroidery|garniture|grace|illumination|ornament|ornamentation|pattern|pomp|show|splendour|state|style
අලංකාරවත්,glamorous|ornamental|showy
අලංකාරවර්ණය,imagery
අලංකාරශ්‍රස්ත්‍රය,rhetorics
අලංකාරශාස්ත්‍රය,rhythm
අලංකාරෝක්තිය,rhetoric
අලංකාරෝපකරණ,garnishing
අලංකෘත,caparisoned|dight|ornate
අලංඝනීය,inviolable|sacred|sacrosanct
අලකය,cincinnus
අලකලංවය,brawl
අලකාකාර,cincinnal
අලගුව,counter
අලජ්,blatant|brazen-faced|impudent|shameless
අලජ්ජී,gluttonous|immodest|shameless
අලටිය,caudex|root-stock
අලය,bulb|corm|root|yam
අලවංගුව,axle|axle-tree|betty|crank|crow-bar|crowbar|shaft
අලවනය,allonge
අලවනවා,affix|agglutinate|allure|attach|attract|bond|glue|intice|paste|tick
අලස,drowsy|heavy|idle|inactive|indolent|languorous|lazy|lethargic|otiose|phlegmatic|shiftless|slow|sluggish|supine
අලසකම,idleness|inaction|inactivity|phlegm|supineness|torpidity|torpor
අලසබව,languor|lethargy
අලසයා,beachcomber|drone|idler|laggard|lazy-bones|lounger|sloven|snail|truant
අලළනවා,agitate|stir
අල්,mute|stopped
අල්ගේ,algae|weaving-house
අල්ගොලිකෙනේස්,algolichenes
අල්ට්‍රාලෙන්ටෙ,ultralente
අල්තාරය,altar
අල්ප,exiguous|insignificant|little
